timestamp,zh-%E4%BA%BA%E9%A1%9E%E5%85%8D%E7%96%AB%E7%BC%BA%E9%99%B7%E7%97%85%E6%AF%92,zh-%E5%82%B3%E6%9F%93%E6%80%A7%E5%96%AE%E6%A0%B8%E7%99%BD%E8%A1%80%E7%90%83%E5%A2%9E%E5%A4%9A%E7%97%87,zh-%E5%87%8F%E8%82%A5,zh-%E5%8F%91%E7%83%AD,zh-%E5%AD%90%E5%AE%AE%E9%A0%B8%E7%99%8C,zh-%E5%AE%89%E5%85%A8%E6%80%A7%E8%A1%8C%E7%82%BA,zh-%E6%83%A1%E7%97%85%E9%AB%94%E8%B3%AA,zh-%E6%85%A2%E7%97%85%E6%AF%92%E5%B1%AC,zh-%E6%8A%97%E5%8F%8D%E8%BD%89%E9%8C%84%E7%97%85%E6%AF%92%E8%97%A5%E7%89%A9,zh-%E6%8B%89%E7%B1%B3%E5%A4%AB%E5%AE%9A,zh-%E7%96%B9,zh-%E8%89%BE%E6%BB%8B%E7%97%85,zh-%E8%9B%8B%E7%99%BD%E9%85%B6%E6%8A%91%E5%88%B6%E5%89%82,zh-%E9%80%86%E8%BD%AC%E5%BD%95%E7%97%85%E6%AF%92,zh-%E9%80%86%E8%BD%AC%E5%BD%95%E9%85%B6%E6%8A%91%E5%88%B6%E5%89%82,zh-%E9%BD%90%E5%A4%9A%E5%A4%AB%E5%AE%9A,zh-HIV%E6%AA%A2%E6%B8%AC,zh
2010-03-13 23:00:00,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,74919
2010-03-14 00:00:00,1,0,0,3,0,1,0,0,0,1,0,4,0,0,0,1,0,78715
2010-03-14 01:00:00,0,0,1,0,0,1,1,1,0,0,0,3,0,1,0,0,0,92001
2010-03-14 02:00:00,1,0,0,0,1,1,1,1,0,0,0,11,2,0,0,1,2,104402
2010-03-14 03:00:00,5,0,1,0,1,0,0,0,0,0,0,10,2,4,0,1,2,127484
2010-03-14 04:00:00,3,0,1,1,1,2,0,0,1,1,0,5,0,1,0,0,0,138499
2010-03-14 05:00:00,3,0,0,2,1,2,0,0,0,0,0,6,0,0,0,0,0,136758
2010-03-14 06:00:00,1,0,0,3,0,1,0,0,2,2,0,8,0,0,0,0,0,142452
2010-03-14 07:00:00,1,0,0,0,0,3,0,0,0,1,0,5,0,2,0,0,0,150790
2010-03-14 08:00:00,3,0,0,1,0,3,0,0,0,0,0,5,0,2,0,0,0,154581
2010-03-14 09:00:00,4,0,0,0,3,2,0,0,0,0,0,12,0,1,0,0,3,160381
2010-03-14 10:00:00,6,0,0,1,3,7,0,0,0,2,0,6,1,2,0,1,1,151619
2010-03-14 11:00:00,2,0,0,1,2,2,0,0,0,1,1,3,0,3,0,0,0,126727
2010-03-14 12:00:00,0,0,0,0,1,3,1,1,1,0,0,8,1,6,0,0,3,128628
2010-03-14 13:00:00,0,0,0,2,2,6,0,1,1,1,0,10,0,7,0,0,2,139892
2010-03-14 14:00:00,2,0,0,2,0,1,0,0,0,0,0,7,0,1,0,0,2,140597
2010-03-14 15:00:00,3,0,0,1,2,3,0,0,1,1,0,6,0,1,0,1,2,153989
2010-03-14 16:00:00,2,0,2,0,1,0,0,1,0,0,0,8,0,1,0,0,0,118246
2010-03-14 17:00:00,6,0,0,2,0,1,0,0,0,0,0,6,0,0,0,2,2,89469
2010-03-14 18:00:00,0,0,0,1,0,2,0,0,0,1,0,3,0,0,0,0,0,72194
2010-03-14 19:00:00,0,0,0,0,1,3,0,0,1,0,0,3,0,1,0,0,0,60001
2010-03-14 20:00:00,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,50885
2010-03-14 21:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,49423
2010-03-14 22:00:00,2,0,0,1,8,0,0,0,0,0,0,3,0,0,0,0,2,50612
2010-03-14 23:00:00,2,0,1,0,3,2,0,0,0,0,0,5,0,0,0,0,0,63440
2010-03-15 00:00:00,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,75244
2010-03-15 01:00:00,2,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,91334
2010-03-15 02:00:00,3,0,1,3,1,0,0,2,0,1,0,5,0,0,0,0,2,126191
2010-03-15 03:00:00,3,0,0,2,0,0,0,0,0,2,0,8,0,0,0,0,3,131241
2010-03-15 04:00:00,7,0,1,0,5,0,0,0,1,0,0,5,1,0,0,0,4,144027
2010-03-15 05:00:00,2,0,0,1,4,0,0,0,0,1,0,8,1,0,0,1,3,132548
2010-03-15 06:00:00,4,0,0,1,1,0,0,0,0,0,0,11,0,0,0,0,0,145957
2010-03-15 07:00:00,2,0,2,0,1,3,1,1,0,2,0,7,0,1,0,0,4,147005
2010-03-15 08:00:00,3,0,0,0,1,1,0,1,0,2,0,17,0,0,0,0,1,152131
2010-03-15 09:00:00,10,0,0,5,3,0,0,1,0,2,0,19,0,0,0,1,1,161011
2010-03-15 10:00:00,6,0,0,0,2,1,0,1,0,0,0,7,0,1,0,0,0,146565
2010-03-15 11:00:00,0,0,2,1,1,0,1,1,0,0,0,9,0,1,0,0,1,174300
2010-03-15 12:00:00,0,0,0,0,1,1,0,0,0,1,0,5,1,0,0,1,0,125499
2010-03-15 13:00:00,1,0,0,2,2,3,0,0,1,0,0,5,0,0,0,0,0,123945
2010-03-15 14:00:00,3,0,0,3,3,1,0,0,0,0,0,10,0,1,0,0,3,118885
2010-03-15 15:00:00,2,0,0,1,2,0,0,0,1,2,0,4,1,0,1,0,1,110650
2010-03-15 16:00:00,4,0,0,0,2,1,1,0,0,0,0,5,1,0,0,0,1,103456
2010-03-15 17:00:00,6,0,0,0,1,2,0,1,0,0,0,2,0,0,0,0,3,83054
2010-03-15 18:00:00,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,67896
2010-03-15 19:00:00,3,0,0,1,2,2,0,0,0,1,0,8,0,0,0,0,1,55414
2010-03-15 20:00:00,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,45347
2010-03-15 21:00:00,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,43526
2010-03-15 22:00:00,1,0,0,1,0,2,0,0,0,0,0,5,0,0,0,0,0,45915
2010-03-15 23:00:00,0,0,0,2,3,0,0,0,2,0,0,3,0,0,0,0,0,52866
2010-03-16 00:00:00,3,0,1,1,1,0,1,1,0,0,0,2,0,1,0,0,2,61877
2010-03-16 01:00:00,2,0,0,0,3,7,0,0,0,0,0,3,0,0,0,0,0,87347
2010-03-16 02:00:00,7,0,1,0,2,3,0,1,0,0,0,4,0,0,0,0,3,114038
2010-03-16 03:00:00,5,0,0,1,2,2,0,0,0,1,0,4,0,2,0,0,1,131911
2010-03-16 04:00:00,2,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,142043
2010-03-16 05:00:00,4,0,0,1,1,0,0,1,1,0,0,5,0,1,0,0,4,130266
2010-03-16 06:00:00,2,0,0,1,2,0,0,0,0,1,0,13,0,0,0,0,3,155480
2010-03-16 07:00:00,0,0,1,1,5,3,0,0,0,0,0,4,0,2,0,0,1,148550
2010-03-16 08:00:00,4,0,0,1,5,2,0,1,0,3,0,6,0,1,1,0,1,143124
2010-03-16 09:00:00,2,0,0,0,0,2,0,2,1,1,0,7,0,0,0,0,2,141689
2010-03-16 10:00:00,1,0,2,2,0,3,0,0,0,0,0,6,0,1,0,1,1,127562
2010-03-16 11:00:00,3,0,0,2,2,0,0,0,0,0,0,7,1,0,0,0,2,111168
2010-03-16 12:00:00,1,0,1,1,2,0,0,0,0,2,0,4,0,1,0,0,4,113263
2010-03-16 13:00:00,0,0,0,0,1,1,0,0,0,0,0,9,0,0,0,0,2,112606
2010-03-16 14:00:00,2,0,0,1,3,1,0,0,0,0,0,9,0,0,0,0,1,111580
2010-03-16 15:00:00,2,0,0,2,2,4,0,0,1,0,0,14,0,0,0,0,1,98820
2010-03-16 16:00:00,5,0,0,2,3,2,0,0,0,0,0,0,0,1,0,0,1,88118
2010-03-16 17:00:00,5,0,0,0,2,1,0,0,0,0,0,4,0,1,0,0,1,70017
2010-03-16 18:00:00,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,57070
2010-03-16 19:00:00,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,48461
2010-03-16 20:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,45008
2010-03-16 21:00:00,0,0,0,0,2,0,0,1,0,1,0,4,0,0,0,0,0,43420
2010-03-16 22:00:00,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,48349
2010-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52913
2010-03-17 00:00:00,0,0,0,1,3,2,0,0,0,0,0,3,0,0,0,0,1,65685
2010-03-17 01:00:00,0,0,0,0,4,0,1,0,0,1,0,7,0,5,0,0,1,84384
2010-03-17 02:00:00,4,0,0,2,3,1,0,0,0,1,0,5,0,1,0,0,0,114661
2010-03-17 03:00:00,7,0,1,1,2,1,0,0,0,1,0,8,0,1,0,0,3,143184
2010-03-17 04:00:00,7,0,2,4,2,0,1,1,1,1,0,12,0,1,0,0,2,145937
2010-03-17 05:00:00,5,0,0,3,5,1,1,0,1,0,0,8,0,0,0,0,0,130978
2010-03-17 06:00:00,3,0,2,1,7,0,0,3,1,1,0,5,0,1,0,0,3,135627
2010-03-17 07:00:00,3,0,1,0,3,0,0,0,0,0,0,8,0,2,0,0,2,142147
2010-03-17 08:00:00,2,0,1,1,0,2,0,0,0,2,0,7,0,0,0,0,4,140348
2010-03-17 09:00:00,1,0,2,0,3,3,0,0,0,4,0,10,0,0,0,0,3,141476
2010-03-17 10:00:00,5,0,0,2,2,0,1,0,0,0,0,10,0,0,0,0,0,129827
2010-03-17 11:00:00,1,0,2,1,2,1,0,0,1,0,0,5,0,0,0,0,0,112537
2010-03-17 12:00:00,4,0,0,0,2,1,0,0,0,0,0,12,0,1,0,1,0,114669
2010-03-17 13:00:00,3,0,0,0,4,3,0,0,0,0,0,4,0,1,0,0,4,112328
2010-03-17 14:00:00,0,0,0,1,1,0,0,0,1,1,0,10,0,0,0,1,2,109540
2010-03-17 15:00:00,4,0,0,0,1,1,0,1,0,0,0,8,0,0,0,0,1,101963
2010-03-17 16:00:00,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,2,88073
2010-03-17 17:00:00,1,0,0,0,1,1,0,0,0,0,0,7,0,2,0,0,1,76800
2010-03-17 18:00:00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,60665
2010-03-17 19:00:00,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,55903
2010-03-17 20:00:00,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50039
2010-03-17 21:00:00,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,49837
2010-03-17 22:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45773
2010-03-17 23:00:00,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,51577
2010-03-18 00:00:00,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,1,97131
2010-03-18 01:00:00,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,2,84036
2010-03-18 02:00:00,5,0,1,1,1,2,1,0,1,0,0,6,0,1,0,0,1,113391
2010-03-18 03:00:00,2,0,1,2,5,0,0,0,1,1,0,11,0,1,0,0,3,130996
2010-03-18 04:00:00,9,0,1,0,2,2,1,1,0,3,0,6,2,1,0,1,4,135911
2010-03-18 05:00:00,7,0,2,5,4,1,0,0,1,1,0,10,1,1,0,2,3,125209
2010-03-18 06:00:00,3,0,0,4,1,3,1,0,0,1,0,10,2,0,0,0,2,142271
2010-03-18 07:00:00,3,0,1,0,2,0,0,0,2,0,0,7,0,1,0,0,1,139940
2010-03-18 08:00:00,4,0,1,0,2,4,0,0,1,0,0,17,0,0,0,0,4,143212
2010-03-18 09:00:00,3,0,0,1,1,0,0,0,0,1,0,10,0,0,0,1,2,144128
2010-03-18 10:00:00,0,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,0,129161
2010-03-18 11:00:00,3,0,0,2,3,2,0,0,0,0,0,8,0,1,0,1,2,119110
2010-03-18 12:00:00,1,0,0,1,3,4,0,0,0,0,0,2,0,1,0,0,0,120300
2010-03-18 13:00:00,1,0,0,3,0,0,0,0,1,0,0,7,0,1,0,1,1,115510
2010-03-18 14:00:00,6,0,0,1,2,3,0,0,0,0,0,5,0,0,0,0,1,111510
2010-03-18 15:00:00,4,0,1,2,2,1,0,0,1,0,0,5,0,1,0,2,0,104114
2010-03-18 16:00:00,1,0,0,2,2,0,0,1,4,1,0,4,0,0,0,0,0,94727
2010-03-18 17:00:00,2,0,0,1,1,2,0,0,0,0,0,4,0,0,0,0,4,82620
2010-03-18 18:00:00,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,66504
2010-03-18 19:00:00,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,1,55661
2010-03-18 20:00:00,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,49342
2010-03-18 21:00:00,1,0,0,1,1,1,0,1,0,0,0,2,0,0,0,0,1,48636
2010-03-18 22:00:00,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,51951
2010-03-18 23:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,56995
2010-03-19 00:00:00,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,64229
2010-03-19 01:00:00,4,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,3,82587
2010-03-19 02:00:00,4,0,0,1,2,0,0,0,0,1,0,4,0,0,0,0,1,111070
2010-03-19 03:00:00,3,0,1,1,1,0,0,0,0,1,0,12,0,0,0,1,1,136629
2010-03-19 04:00:00,4,0,0,1,1,0,1,0,0,1,0,10,0,2,0,0,0,133134
2010-03-19 05:00:00,1,0,0,1,1,2,0,0,0,0,0,10,0,1,0,0,0,126211
2010-03-19 06:00:00,3,0,0,0,3,1,1,0,0,3,0,2,0,1,1,0,1,138225
2010-03-19 07:00:00,2,0,1,3,0,0,0,1,2,0,0,10,0,1,0,0,0,142269
2010-03-19 08:00:00,1,0,0,2,1,1,0,0,0,1,0,8,0,0,1,0,0,142378
2010-03-19 09:00:00,2,0,1,2,3,0,1,1,0,5,0,6,0,0,0,3,3,153249
2010-03-19 10:00:00,1,0,1,1,0,1,0,0,0,1,0,9,0,0,0,1,0,142577
2010-03-19 11:00:00,2,0,1,0,7,0,0,0,0,0,0,8,0,0,1,0,2,128495
2010-03-19 12:00:00,1,0,0,0,2,2,0,1,0,0,0,7,1,0,0,1,2,129175
2010-03-19 13:00:00,1,0,0,3,1,0,0,1,0,3,0,8,0,0,0,0,1,116804
2010-03-19 14:00:00,3,0,0,0,3,2,0,0,0,0,0,2,0,1,0,0,1,110798
2010-03-19 15:00:00,1,0,0,2,3,1,0,0,0,1,0,5,0,1,0,0,0,110078
2010-03-19 16:00:00,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,106683
2010-03-19 17:00:00,2,0,0,0,3,0,1,0,2,0,0,9,0,0,0,0,0,98839
2010-03-19 18:00:00,3,0,0,1,0,1,0,1,0,0,0,5,0,0,0,0,0,82016
2010-03-19 19:00:00,1,0,1,4,1,0,1,0,0,0,0,5,0,0,0,0,2,70033
2010-03-19 20:00:00,2,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,60007
2010-03-19 21:00:00,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,60098
2010-03-19 22:00:00,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,0,1,63334
2010-03-19 23:00:00,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,65567
2010-03-20 00:00:00,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,87406
2010-03-20 01:00:00,3,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,2,85148
2010-03-20 02:00:00,5,0,0,3,3,3,0,0,0,1,0,2,0,0,0,0,1,101044
2010-03-20 03:00:00,4,0,1,0,0,0,1,0,1,1,0,7,0,0,0,1,1,117245
2010-03-20 04:00:00,2,0,0,1,4,0,0,0,0,1,0,3,1,0,0,0,3,131595
2010-03-20 05:00:00,2,0,0,1,0,3,0,1,0,0,0,17,0,0,0,0,3,122047
2010-03-20 06:00:00,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,125253
2010-03-20 07:00:00,1,0,0,1,4,2,0,0,0,1,1,7,0,1,0,0,0,131882
2010-03-20 08:00:00,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,2,136702
2010-03-20 09:00:00,1,0,0,0,3,1,1,0,0,0,0,2,0,0,0,0,0,130717
2010-03-20 10:00:00,3,0,0,0,0,3,0,0,0,2,0,12,0,0,0,1,0,129029
2010-03-20 11:00:00,1,0,1,0,1,1,0,0,0,0,0,4,0,0,0,5,0,121329
2010-03-20 12:00:00,3,0,0,0,0,1,0,1,0,0,0,4,0,3,0,1,1,127847
2010-03-20 13:00:00,4,0,0,1,1,0,0,0,0,1,0,8,0,0,0,1,0,131747
2010-03-20 14:00:00,4,0,0,0,1,1,1,1,0,0,0,11,0,1,0,0,0,131465
2010-03-20 15:00:00,2,0,0,0,1,3,0,0,0,0,0,8,0,1,0,0,1,129988
2010-03-20 16:00:00,5,0,1,0,2,0,0,0,0,1,0,1,0,0,0,1,4,120476
2010-03-20 17:00:00,1,0,0,1,1,2,0,0,0,0,0,5,0,0,0,0,1,106033
2010-03-20 18:00:00,2,0,1,1,3,1,0,0,1,0,0,5,0,1,0,0,1,90016
2010-03-20 19:00:00,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,77725
2010-03-20 20:00:00,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,66867
2010-03-20 21:00:00,2,0,0,0,1,1,0,0,1,0,0,5,0,0,0,0,0,63394
2010-03-20 22:00:00,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,58540
2010-03-20 23:00:00,0,0,0,3,1,0,0,0,0,0,0,5,0,0,0,0,0,63350
2010-03-21 00:00:00,3,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,1,72128
2010-03-21 01:00:00,3,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,79814
2010-03-21 02:00:00,3,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,95214
2010-03-21 03:00:00,2,0,3,2,2,0,0,0,0,0,0,10,0,0,0,1,0,110515
2010-03-21 04:00:00,2,0,0,0,2,0,0,1,2,0,0,6,0,0,0,0,0,126007
2010-03-21 05:00:00,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,127222
2010-03-21 06:00:00,2,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,1,129783
2010-03-21 07:00:00,1,0,2,1,2,2,0,0,0,1,0,11,0,0,0,0,0,136062
2010-03-21 08:00:00,7,0,0,0,1,3,0,0,0,0,0,7,1,1,0,0,1,142816
2010-03-21 09:00:00,6,0,0,6,2,2,0,0,1,0,0,10,0,0,0,0,3,140509
2010-03-21 10:00:00,4,0,0,1,3,2,1,1,0,0,0,13,0,0,0,0,1,135508
2010-03-21 11:00:00,3,0,0,1,3,5,0,0,1,0,0,8,0,0,0,0,0,118929
2010-03-21 12:00:00,2,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,1,113407
2010-03-21 13:00:00,2,0,0,0,2,0,0,0,0,0,0,10,0,1,0,0,0,121554
2010-03-21 14:00:00,4,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,2,144897
2010-03-21 15:00:00,3,0,2,2,2,2,0,0,1,0,0,3,1,0,0,0,0,117822
2010-03-21 16:00:00,2,0,0,0,2,1,1,0,0,2,0,7,0,1,0,0,0,100734
2010-03-21 17:00:00,0,0,0,0,3,2,0,2,0,0,0,12,0,0,0,0,0,84890
2010-03-21 18:00:00,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,64985
2010-03-21 19:00:00,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,53401
2010-03-21 20:00:00,2,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,1,48552
2010-03-21 21:00:00,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,45311
2010-03-21 22:00:00,3,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,46573
2010-03-21 23:00:00,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,53458
2010-03-22 00:00:00,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,62212
2010-03-22 01:00:00,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,82726
2010-03-22 02:00:00,4,0,1,2,6,0,1,2,1,0,0,4,0,0,0,0,1,106540
2010-03-22 03:00:00,3,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,124339
2010-03-22 04:00:00,4,0,1,1,4,2,0,0,0,1,0,6,2,1,0,0,1,134226
2010-03-22 05:00:00,1,1,0,8,3,1,0,0,1,0,0,4,0,0,0,0,0,124947
2010-03-22 06:00:00,1,0,1,2,4,12,0,0,0,1,0,8,0,2,0,0,0,135707
2010-03-22 07:00:00,6,0,0,3,3,2,0,0,2,0,0,8,0,1,0,0,1,141461
2010-03-22 08:00:00,3,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,1,146547
2010-03-22 09:00:00,2,0,0,0,3,1,0,0,0,0,0,6,0,1,0,0,2,142937
2010-03-22 10:00:00,4,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,121457
2010-03-22 11:00:00,2,0,1,3,0,3,0,0,0,0,0,11,0,0,0,0,0,106503
2010-03-22 12:00:00,2,0,0,0,1,5,0,0,0,1,0,4,0,1,0,0,3,109545
2010-03-22 13:00:00,3,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,112235
2010-03-22 14:00:00,4,0,0,0,3,1,0,0,1,0,0,9,0,0,0,0,1,110244
2010-03-22 15:00:00,6,0,1,2,0,0,0,1,0,0,0,11,0,1,0,0,0,102634
2010-03-22 16:00:00,4,0,2,0,3,1,0,1,0,1,0,7,0,0,0,1,0,92933
2010-03-22 17:00:00,5,0,0,0,2,0,0,0,0,0,0,10,0,1,0,0,0,70007
2010-03-22 18:00:00,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,56950
2010-03-22 19:00:00,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,50375
2010-03-22 20:00:00,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,45882
2010-03-22 21:00:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42245
2010-03-22 22:00:00,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,43904
2010-03-22 23:00:00,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,49849
2010-03-23 00:00:00,2,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,2,58614
2010-03-23 01:00:00,1,0,1,0,2,0,1,0,0,0,0,8,0,1,0,0,0,105992
2010-03-23 02:00:00,4,0,2,0,2,3,0,0,0,1,0,12,1,0,0,0,1,157381
2010-03-23 03:00:00,6,0,1,1,7,1,0,0,1,5,0,10,0,1,0,1,0,177131
2010-03-23 04:00:00,2,0,2,2,5,4,1,1,0,3,2,11,0,1,0,0,3,180285
2010-03-23 05:00:00,6,0,0,0,1,1,0,1,0,1,0,16,0,0,0,0,0,176422
2010-03-23 06:00:00,0,0,1,3,2,2,0,0,1,1,0,10,0,1,0,0,1,171229
2010-03-23 07:00:00,5,0,0,2,3,1,0,1,1,1,0,8,0,0,0,0,0,175768
2010-03-23 08:00:00,4,0,1,2,1,0,0,0,1,0,0,12,0,0,0,0,4,175447
2010-03-23 09:00:00,2,0,0,4,9,0,0,0,0,4,0,11,2,1,0,0,4,186260
2010-03-23 10:00:00,3,0,1,0,3,1,0,2,1,1,0,4,0,0,0,0,2,156853
2010-03-23 11:00:00,1,0,0,0,0,0,1,0,0,3,0,7,1,1,0,0,1,140231
2010-03-23 12:00:00,1,0,1,0,5,1,0,0,2,1,0,17,0,1,0,0,0,134800
2010-03-23 13:00:00,0,0,0,1,1,4,0,0,0,3,0,6,0,0,0,0,1,128632
2010-03-23 14:00:00,3,0,0,0,5,1,0,0,0,1,0,7,0,3,0,0,1,124052
2010-03-23 15:00:00,4,0,0,3,1,1,0,0,0,0,0,7,0,0,0,1,0,118533
2010-03-23 16:00:00,2,0,0,1,0,1,1,0,0,0,0,9,0,0,0,1,0,102648
2010-03-23 17:00:00,2,0,2,0,1,0,0,0,0,0,0,8,0,0,0,0,2,81315
2010-03-23 18:00:00,1,0,0,0,1,1,0,0,1,1,0,4,0,1,0,0,0,60031
2010-03-23 19:00:00,2,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,48263
2010-03-23 20:00:00,4,0,0,3,1,0,0,0,3,0,0,2,0,0,0,0,0,41345
2010-03-23 21:00:00,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,1,0,39895
2010-03-23 22:00:00,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,42348
2010-03-23 23:00:00,3,0,0,1,2,0,0,0,0,0,0,3,2,0,0,0,0,46860
2010-03-24 00:00:00,1,0,2,0,5,1,1,1,0,2,0,7,1,0,0,0,3,66996
2010-03-24 01:00:00,1,1,0,0,0,0,1,0,0,2,0,4,0,0,0,0,2,95557
2010-03-24 02:00:00,1,0,3,1,3,0,0,0,2,0,0,12,0,1,0,0,1,145534
2010-03-24 03:00:00,4,0,1,1,1,0,0,0,6,0,0,10,1,1,0,1,1,161937
2010-03-24 04:00:00,1,0,0,0,2,7,1,0,1,0,0,8,1,1,0,1,1,166405
2010-03-24 05:00:00,2,0,0,1,0,0,0,0,0,0,0,8,1,0,0,1,0,158854
2010-03-24 06:00:00,2,0,0,0,3,1,1,0,1,2,0,5,0,0,0,0,0,162593
2010-03-24 07:00:00,2,0,1,0,1,2,0,0,0,4,0,8,3,2,0,1,1,166182
2010-03-24 08:00:00,2,0,0,0,8,2,0,0,0,3,0,2,1,3,0,0,1,162724
2010-03-24 09:00:00,3,0,0,1,2,0,0,0,0,0,0,4,0,1,0,0,0,159995
2010-03-24 10:00:00,2,0,0,1,0,3,0,1,0,2,0,10,3,2,0,0,2,142511
2010-03-24 11:00:00,2,0,0,1,7,3,0,0,0,0,0,9,0,1,0,0,0,127246
2010-03-24 12:00:00,2,0,1,0,1,0,1,0,0,2,0,9,0,0,0,2,2,138368
2010-03-24 13:00:00,5,0,2,0,3,3,0,0,0,1,0,5,1,0,0,0,1,132814
2010-03-24 14:00:00,11,0,0,0,2,1,0,0,0,1,0,17,0,0,0,0,1,131509
2010-03-24 15:00:00,14,0,0,0,2,0,0,9,1,0,0,11,1,1,0,0,1,123436
2010-03-24 16:00:00,10,0,0,1,3,0,2,0,0,0,0,9,0,0,0,1,2,105713
2010-03-24 17:00:00,5,0,3,1,3,0,0,0,0,0,0,9,0,0,0,0,0,89053
2010-03-24 18:00:00,5,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,78899
2010-03-24 19:00:00,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,74386
2010-03-24 20:00:00,3,0,0,0,1,1,0,0,0,0,0,7,0,0,0,1,0,73834
2010-03-24 21:00:00,1,0,1,0,1,1,1,0,0,0,0,9,0,1,0,0,1,59239
2010-03-24 22:00:00,1,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,56796
2010-03-24 23:00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,58686
